ts,lat,lng,speed,isha,distance,event_flag,fl_level,gsm_signal,direction,external_bat_voltage,internal_bat_voltage,satellites,hdop,pluscode
5/21/2021 15:03,12.933977,77.689484,59,False,16275851,3072,115,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:03,12.932993,77.688393,52,False,16275623,3072,72,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:03,12.93497,77.69059,59,False,16275966,3072,158,28,47,13736,3886,13,0.73,7J4VWMMR+
5/21/2021 15:03,12.936002,77.691704,58,False,16276181,3072,115,28,47,13661,3886,14,0.69,7J4VWMPR+
5/21/2021 15:03,12.936988,77.692734,53,False,16276295,3072,493,23,46,13661,3918,14,0.69,7J4VWMPV+
5/21/2021 15:03,12.937862,77.693489,42,False,16276499,3072,536,23,43,13557,3918,14,0.69,7J4VWMQV+
5/21/2021 15:03,12.938615,77.694313,42,False,16276609,3072,115,24,42,13751,3918,14,0.69,7J4VWMQV+
5/21/2021 15:03,12.939233,77.694878,21,False,16276713,3072,72,24,35,13527,3918,14,0.69,7J4VWMQV+
5/21/2021 15:03,12.939525,77.695396,28,False,16276713,3072,72,28,67,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:03,12.94,77.695831,29,False,16276814,3072,72,28,30,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:03,12.940482,77.696106,9,False,16276814,3072,72,23,39,13691,3880,14,0.69,7J4VWMRW+
5/21/2021 15:03,12.941063,77.696442,35,False,16276915,3072,72,23,30,13781,3880,14,0.69,7J4VWMRW+
5/21/2021 15:03,12.941757,77.696815,34,False,16277017,3072,72,31,29,13781,3891,13,0.73,7J4VWMRW+
5/21/2021 15:03,12.942437,77.697266,34,False,16277123,3072,72,31,29,13616,3891,14,0.69,7J4VWMRW+
5/21/2021 15:03,12.943317,77.697685,45,False,16277224,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:03,12.944187,77.698013,38,False,16277326,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:03,12.94507,77.698296,29,False,16277432,3072,72,29,21,13542,3891,13,0.73,7J4VWMWX+
5/21/2021 15:03,12.945765,77.698524,31,False,16277532,3072,72,29,14,13706,3891,13,0.73,7J4VWMWX+
5/21/2021 15:03,12.94667,77.698845,44,False,16277632,3072,72,23,18,13766,3918,14,0.69,7J4VWMWX+
5/21/2021 15:03,12.947722,77.699196,39,False,16277734,3072,72,23,17,13721,3918,14,0.69,7J4VWMXX+
5/21/2021 15:03,12.94869,77.699516,43,False,16277836,3072,72,20,14,13721,3880,13,0.73,7J4VWMXX+
5/21/2021 15:04,12.949545,77.699722,31,False,16277942,3072,79,20,20,13527,3880,10,0.93,7J4VWMXX+
5/21/2021 15:04,12.950132,77.70018,22,False,16278046,3072,93,31,98,13766,3929,12,0.77,7J4VXP22+
5/21/2021 15:04,12.949952,77.700928,27,False,16278147,3072,93,31,102,13721,3891,12,0.77,7J4VWPX2+
5/21/2021 15:04,12.949817,77.701256,10,False,16278248,3072,72,31,120,13796,3891,12,0.77,7J4VWPX2+
5/21/2021 15:04,12.949698,77.701805,25,False,16278248,3072,72,30,110,13826,3880,12,0.77,7J4VWPX2+
5/21/2021 15:04,12.949398,77.702354,11,False,16278352,3072,72,30,124,13706,3880,13,0.73,7J4VWPX2+
5/21/2021 15:04,12.949163,77.702774,15,False,16278352,3072,122,22,116,13706,3924,13,0.73,7J4VWPX3+
5/21/2021 15:04,12.948838,77.703468,33,False,16278467,3072,122,22,113,13841,3924,12,0.77,7J4VWPX3+
5/21/2021 15:04,12.948605,77.704117,19,False,16278571,3072,72,31,107,13691,3918,12,0.76,7J4VWPX3+
5/21/2021 15:04,12.9485,77.704437,21,False,16278571,3072,496,31,109,13766,3918,13,0.73,7J4VWPX3+
5/21/2021 15:04,12.948275,77.705574,19,False,16278672,3072,72,26,98,13811,3837,13,0.73,7J4VWPX4+
5/21/2021 15:04,12.948262,77.705986,17,False,16278774,3072,72,29,95,13811,3918,14,0.69,7J4VWPX4+
5/21/2021 15:04,12.948185,77.706818,21,False,16278876,3072,72,26,95,13676,3902,13,0.73,7J4VWPX4+
5/21/2021 15:04,12.948183,77.707283,19,False,16278876,3072,72,26,91,13826,3902,13,0.73,7J4VWPX4+
5/21/2021 15:04,12.948243,77.707993,10,False,16278978,3072,72,25,52,13841,3918,13,0.73,7J4VWPX5+
5/21/2021 15:04,12.948807,77.708015,5,False,16279078,3072,72,20,347,13601,3918,14,0.69,7J4VWPX5+
5/21/2021 15:04,12.948858,77.708328,22,False,16279078,3072,72,20,90,13751,3918,14,0.69,7J4VWPX5+
5/21/2021 15:04,12.948798,77.709068,9,False,16279179,3072,72,26,76,13676,3880,14,0.7,7J4VWPX5+
5/21/2021 15:04,12.94878,77.709198,0,False,16279179,3072,72,21,195,13646,3799,14,0.69,7J4VWPX5+
5/21/2021 15:04,12.948772,77.709106,6,False,16279179,3072,108,21,277,13646,3799,14,0.69,7J4VWPX5+
5/21/2021 15:04,12.948888,77.708366,26,False,16279281,3072,72,24,270,13736,3902,14,0.7,7J4VWPX5+
5/21/2021 15:04,12.948958,77.707962,12,False,16279281,3072,72,25,336,13736,3902,14,0.7,7J4VWPX5+
5/21/2021 15:04,12.949507,77.707664,20,False,16279384,3072,72,25,320,13766,3902,12,0.76,7J4VWPX5+
5/21/2021 15:04,12.950242,77.707039,19,False,16279485,3072,72,26,326,13766,3880,13,0.74,7J4VXP24+
5/21/2021 15:04,12.950618,77.706841,15,False,16279586,3072,72,31,341,13796,3880,13,0.74,7J4VXP24+
5/21/2021 15:04,12.951397,77.706573,20,False,16279688,3072,72,29,339,13751,3918,13,0.74,7J4VXP24+
5/21/2021 15:04,12.952038,77.706383,12,False,16279688,3072,86,29,337,13811,3918,13,0.74,7J4VXP24+
5/21/2021 15:04,12.952388,77.706482,9,False,16279793,3072,86,22,86,13706,3880,14,0.69,7J4VXP24+
5/21/2021 15:04,12.952752,77.707298,21,False,16279895,3072,72,26,31,13766,3880,14,0.69,7J4VXP34+
5/21/2021 15:04,12.953132,77.707413,8,False,16279895,3072,72,26,28,13691,3880,14,0.7,7J4VXP34+
5/21/2021 15:04,12.953142,77.707962,11,False,16279995,3072,72,21,97,13676,3913,13,0.74,7J4VXP35+
5/21/2021 15:04,12.953032,77.708344,10,False,16279995,3072,72,23,103,13676,3924,13,0.74,7J4VXP35+
5/21/2021 15:04,12.953042,77.708534,5,False,16279995,3072,72,23,127,13646,3924,13,0.73,7J4VXP35+
5/21/2021 15:04,12.953043,77.708771,7,False,16280097,3072,72,21,96,13721,3891,13,0.74,7J4VXP35+
5/21/2021 15:04,12.953032,77.709023,9,False,16280097,3072,72,21,109,13796,3891,13,0.74,7J4VXP35+
5/21/2021 15:04,12.953002,77.709297,8,False,16280097,3072,72,20,94,13646,3886,13,0.74,7J4VXP35+
5/21/2021 15:04,12.953012,77.709541,6,False,16280197,3072,108,20,94,13646,3886,13,0.73,7J4VXP35+
5/21/2021 15:04,12.953023,77.709579,0,False,16280197,3072,108,17,190,13497,3897,13,0.73,7J4VXP35+
5/21/2021 15:04,12.953033,77.709343,18,False,16280197,3072,108,19,269,13676,3918,11,0.84,7J4VXP35+
5/21/2021 15:04,12.953028,77.708839,13,False,16280197,3072,108,19,267,13676,3918,12,0.8,7J4VXP35+
5/21/2021 15:04,12.953048,77.708435,17,False,16280301,3072,72,19,263,13661,3918,12,0.8,7J4VXP35+
5/21/2021 15:04,12.953075,77.707954,17,False,16280301,3072,72,19,278,13646,3918,12,0.8,7J4VXP35+
5/21/2021 15:04,12.953162,77.707642,7,False,16280405,3072,72,15,298,13601,3891,12,0.8,7J4VXP35+
5/21/2021 15:04,12.953223,77.70742,12,False,16280405,3072,490,15,3,13572,3891,12,0.83,7J4VXP34+
5/21/2021 15:04,12.95369,77.707565,19,False,16280506,3072,490,27,15,13766,3880,12,0.83,7J4VXP35+
5/21/2021 15:04,12.954215,77.707588,14,False,16280506,3072,72,27,354,13766,3880,12,0.83,7J4VXP35+
5/21/2021 15:04,12.954505,77.707565,18,False,16280506,3072,72,25,350,13781,3902,13,0.77,7J4VXP35+
5/21/2021 15:05,12.955455,77.707527,17,False,16280710,3072,72,21,93,13736,3918,13,0.75,7J4VXP45+
5/21/2021 15:05,12.955397,77.708084,9,False,16280710,3072,492,21,95,13631,3918,12,0.83,7J4VXP45+
5/21/2021 15:05,12.955562,77.708336,17,False,16280811,3072,492,25,44,13766,3880,12,0.83,7J4VXP45+
5/21/2021 15:05,12.956148,77.708916,5,False,16280811,3072,72,29,21,13616,3907,13,0.75,7J4VXP45+
5/21/2021 15:05,12.956193,77.7089,0,False,16280911,3072,72,29,65,13646,3907,13,0.75,7J4VXP45+
5/21/2021 15:05,12.956227,77.708977,8,False,16280911,3072,72,31,113,13646,3902,13,0.77,7J4VXP45+
5/21/2021 15:05,12.947077,77.718285,5,False,16280911,3072,115,31,222,13616,3902,13,0.77,7J4VWPW9+
5/21/2021 15:06,12.932993,77.688393,52,False,16275623,3072,72,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:06,12.933977,77.689484,59,False,16275851,3072,115,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:06,12.93497,77.69059,59,False,16275966,3072,158,28,47,13736,3886,13,0.73,7J4VWMMR+
5/21/2021 15:06,12.936002,77.691704,58,False,16276181,3072,115,28,47,13661,3886,14,0.69,7J4VWMPR+
5/21/2021 15:06,12.936988,77.692734,53,False,16276295,3072,493,23,46,13661,3918,14,0.69,7J4VWMPV+
5/21/2021 15:06,12.937862,77.693489,42,False,16276499,3072,536,23,43,13557,3918,14,0.69,7J4VWMQV+
5/21/2021 15:06,12.938615,77.694313,42,False,16276609,3072,115,24,42,13751,3918,14,0.69,7J4VWMQV+
5/21/2021 15:06,12.939233,77.694878,21,False,16276713,3072,72,24,35,13527,3918,14,0.69,7J4VWMQV+
5/21/2021 15:06,12.939525,77.695396,28,False,16276713,3072,72,28,67,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:06,12.94,77.695831,29,False,16276814,3072,72,28,30,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:06,12.940482,77.696106,9,False,16276814,3072,72,23,39,13691,3880,14,0.69,7J4VWMRW+
5/21/2021 15:06,12.941063,77.696442,35,False,16276915,3072,72,23,30,13781,3880,14,0.69,7J4VWMRW+
5/21/2021 15:06,12.941757,77.696815,34,False,16277017,3072,72,31,29,13781,3891,13,0.73,7J4VWMRW+
5/21/2021 15:06,12.942437,77.697266,34,False,16277123,3072,72,31,29,13616,3891,14,0.69,7J4VWMRW+
5/21/2021 15:06,12.943317,77.697685,45,False,16277224,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:06,12.944187,77.698013,38,False,16277326,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:06,12.94507,77.698296,29,False,16277432,3072,72,29,21,13542,3891,13,0.73,7J4VWMWX+
5/21/2021 15:06,12.945765,77.698524,31,False,16277532,3072,72,29,14,13706,3891,13,0.73,7J4VWMWX+
5/21/2021 15:06,12.94667,77.698845,44,False,16277632,3072,72,23,18,13766,3918,14,0.69,7J4VWMWX+
5/21/2021 15:06,12.947722,77.699196,39,False,16277734,3072,72,23,17,13721,3918,14,0.69,7J4VWMXX+
5/21/2021 15:06,12.94869,77.699516,43,False,16277836,3072,72,20,14,13721,3880,13,0.73,7J4VWMXX+
5/21/2021 15:06,12.949545,77.699722,31,False,16277942,3072,79,20,20,13527,3880,10,0.93,7J4VWMXX+
5/21/2021 15:06,12.950132,77.70018,22,False,16278046,3072,93,31,98,13766,3929,12,0.77,7J4VXP22+
5/21/2021 15:06,12.949952,77.700928,27,False,16278147,3072,93,31,102,13721,3891,12,0.77,7J4VWPX2+
5/21/2021 15:06,12.949817,77.701256,10,False,16278248,3072,72,31,120,13796,3891,12,0.77,7J4VWPX2+
5/21/2021 15:06,12.949698,77.701805,25,False,16278248,3072,72,30,110,13826,3880,12,0.77,7J4VWPX2+
5/21/2021 15:06,12.949398,77.702354,11,False,16278352,3072,72,30,124,13706,3880,13,0.73,7J4VWPX2+
5/21/2021 15:06,12.949163,77.702774,15,False,16278352,3072,122,22,116,13706,3924,13,0.73,7J4VWPX3+
5/21/2021 15:06,12.948838,77.703468,33,False,16278467,3072,122,22,113,13841,3924,12,0.77,7J4VWPX3+
5/21/2021 15:06,12.948605,77.704117,19,False,16278571,3072,72,31,107,13691,3918,12,0.76,7J4VWPX3+
5/21/2021 15:06,12.9485,77.704437,21,False,16278571,3072,496,31,109,13766,3918,13,0.73,7J4VWPX3+
5/21/2021 15:07,12.948275,77.705574,19,False,16278672,3072,72,26,98,13811,3837,13,0.73,7J4VWPX4+
5/21/2021 15:07,12.948262,77.705986,17,False,16278774,3072,72,29,95,13811,3918,14,0.69,7J4VWPX4+
5/21/2021 15:07,12.948185,77.706818,21,False,16278876,3072,72,26,95,13676,3902,13,0.73,7J4VWPX4+
5/21/2021 15:07,12.948183,77.707283,19,False,16278876,3072,72,26,91,13826,3902,13,0.73,7J4VWPX4+
5/21/2021 15:07,12.948243,77.707993,10,False,16278978,3072,72,25,52,13841,3918,13,0.73,7J4VWPX5+
5/21/2021 15:07,12.948807,77.708015,5,False,16279078,3072,72,20,347,13601,3918,14,0.69,7J4VWPX5+
5/21/2021 15:07,12.948858,77.708328,22,False,16279078,3072,72,20,90,13751,3918,14,0.69,7J4VWPX5+
5/21/2021 15:07,12.948798,77.709068,9,False,16279179,3072,72,26,76,13676,3880,14,0.7,7J4VWPX5+
5/21/2021 15:07,12.94878,77.709198,0,False,16279179,3072,72,21,195,13646,3799,14,0.69,7J4VWPX5+
5/21/2021 15:07,12.948772,77.709106,6,False,16279179,3072,108,21,277,13646,3799,14,0.69,7J4VWPX5+
5/21/2021 15:07,12.948888,77.708366,26,False,16279281,3072,72,24,270,13736,3902,14,0.7,7J4VWPX5+
5/21/2021 15:07,12.948958,77.707962,12,False,16279281,3072,72,25,336,13736,3902,14,0.7,7J4VWPX5+
5/21/2021 15:07,12.949507,77.707664,20,False,16279384,3072,72,25,320,13766,3902,12,0.76,7J4VWPX5+
5/21/2021 15:07,12.950242,77.707039,19,False,16279485,3072,72,26,326,13766,3880,13,0.74,7J4VXP24+
5/21/2021 15:07,12.950618,77.706841,15,False,16279586,3072,72,31,341,13796,3880,13,0.74,7J4VXP24+
5/21/2021 15:07,12.951397,77.706573,20,False,16279688,3072,72,29,339,13751,3918,13,0.74,7J4VXP24+
5/21/2021 15:07,12.952038,77.706383,12,False,16279688,3072,86,29,337,13811,3918,13,0.74,7J4VXP24+
5/21/2021 15:07,12.952388,77.706482,9,False,16279793,3072,86,22,86,13706,3880,14,0.69,7J4VXP24+
5/21/2021 15:07,12.952752,77.707298,21,False,16279895,3072,72,26,31,13766,3880,14,0.69,7J4VXP34+
5/21/2021 15:07,12.953132,77.707413,8,False,16279895,3072,72,26,28,13691,3880,14,0.7,7J4VXP34+
5/21/2021 15:07,12.953142,77.707962,11,False,16279995,3072,72,21,97,13676,3913,13,0.74,7J4VXP35+
5/21/2021 15:07,12.953032,77.708344,10,False,16279995,3072,72,23,103,13676,3924,13,0.74,7J4VXP35+
5/21/2021 15:07,12.953042,77.708534,5,False,16279995,3072,72,23,127,13646,3924,13,0.73,7J4VXP35+
5/21/2021 15:07,12.953032,77.709023,9,False,16280097,3072,72,21,109,13796,3891,13,0.74,7J4VXP35+
5/21/2021 15:07,12.953002,77.709297,8,False,16280097,3072,72,20,94,13646,3886,13,0.74,7J4VXP35+
5/21/2021 15:07,12.953012,77.709541,6,False,16280197,3072,108,20,94,13646,3886,13,0.73,7J4VXP35+
5/21/2021 15:07,12.953023,77.709579,0,False,16280197,3072,108,17,190,13497,3897,13,0.73,7J4VXP35+
5/21/2021 15:07,12.953033,77.709343,18,False,16280197,3072,108,19,269,13676,3918,11,0.84,7J4VXP35+
5/21/2021 15:07,12.953028,77.708839,13,False,16280197,3072,108,19,267,13676,3918,12,0.8,7J4VXP35+
5/21/2021 15:07,12.953048,77.708435,17,False,16280301,3072,72,19,263,13661,3918,12,0.8,7J4VXP35+
5/21/2021 15:07,12.953075,77.707954,17,False,16280301,3072,72,19,278,13646,3918,12,0.8,7J4VXP35+
5/21/2021 15:07,12.953162,77.707642,7,False,16280405,3072,72,15,298,13601,3891,12,0.8,7J4VXP35+
5/21/2021 15:07,12.953223,77.70742,12,False,16280405,3072,490,15,3,13572,3891,12,0.83,7J4VXP34+
5/21/2021 15:07,12.95369,77.707565,19,False,16280506,3072,490,27,15,13766,3880,12,0.83,7J4VXP35+
5/21/2021 15:07,12.954215,77.707588,14,False,16280506,3072,72,27,354,13766,3880,12,0.83,7J4VXP35+
5/21/2021 15:07,12.954505,77.707565,18,False,16280506,3072,72,25,350,13781,3902,13,0.77,7J4VXP35+
5/21/2021 15:07,12.955455,77.707527,17,False,16280710,3072,72,21,93,13736,3918,13,0.75,7J4VXP45+
5/21/2021 15:07,12.955397,77.708084,9,False,16280710,3072,492,21,95,13631,3918,12,0.83,7J4VXP45+
5/21/2021 15:07,12.955562,77.708336,17,False,16280811,3072,492,25,44,13766,3880,12,0.83,7J4VXP45+
5/21/2021 15:07,12.956148,77.708916,5,False,16280811,3072,72,29,21,13616,3907,13,0.75,7J4VXP45+
5/21/2021 15:07,12.956193,77.7089,0,False,16280911,3072,72,29,65,13646,3907,13,0.75,7J4VXP45+
5/21/2021 15:07,12.956227,77.708977,8,False,16280911,3072,72,31,113,13646,3902,13,0.77,7J4VXP45+
5/21/2021 15:07,12.947077,77.718285,5,False,16280911,3072,115,31,222,13616,3902,13,0.77,7J4VWPW9+
5/21/2021 15:09,12.932993,77.688393,52,False,16275623,3072,72,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:09,12.933977,77.689484,59,False,16275851,3072,115,18,47,13691,3924,14,0.69,7J4VWMMQ+
5/21/2021 15:09,12.93497,77.69059,59,False,16275966,3072,158,28,47,13736,3886,13,0.73,7J4VWMMR+
5/21/2021 15:09,12.936002,77.691704,58,False,16276181,3072,115,28,47,13661,3886,14,0.69,7J4VWMPR+
5/21/2021 15:09,12.936988,77.692734,53,False,16276295,3072,493,23,46,13661,3918,14,0.69,7J4VWMPV+
5/21/2021 15:09,12.937862,77.693489,42,False,16276499,3072,536,23,43,13557,3918,14,0.69,7J4VWMQV+
5/21/2021 15:09,12.938615,77.694313,42,False,16276609,3072,115,24,42,13751,3918,14,0.69,7J4VWMQV+
5/21/2021 15:09,12.939233,77.694878,21,False,16276713,3072,72,24,35,13527,3918,14,0.69,7J4VWMQV+
5/21/2021 15:09,12.939525,77.695396,28,False,16276713,3072,72,28,67,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:09,12.94,77.695831,29,False,16276814,3072,72,28,30,13706,3924,14,0.69,7J4VWMQW+
5/21/2021 15:09,12.940482,77.696106,9,False,16276814,3072,72,23,39,13691,3880,14,0.69,7J4VWMRW+
5/21/2021 15:09,12.941063,77.696442,35,False,16276915,3072,72,23,30,13781,3880,14,0.69,7J4VWMRW+
5/21/2021 15:09,12.941757,77.696815,34,False,16277017,3072,72,31,29,13781,3891,13,0.73,7J4VWMRW+
5/21/2021 15:09,12.942437,77.697266,34,False,16277123,3072,72,31,29,13616,3891,14,0.69,7J4VWMRW+
5/21/2021 15:09,12.943317,77.697685,45,False,16277224,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:09,12.944187,77.698013,38,False,16277326,3072,72,27,21,13736,3902,14,0.69,7J4VWMVX+
5/21/2021 15:09,12.94507,77.698296,29,False,16277432,3072,72,29,21,13542,3891,13,0.73,7J4VWMWX+
5/21/2021 15:09,12.945765,77.698524,31,False,16277532,3072,72,29,14,13706,3891,13,0.73,7J4VWMWX+
5/21/2021 15:09,12.94667,77.698845,44,False,16277632,3072,72,23,18,13766,3918,14,0.69,7J4VWMWX+
5/21/2021 15:09,12.947722,77.699196,39,False,16277734,3072,72,23,17,13721,3918,14,0.69,7J4VWMXX+
5/21/2021 15:09,12.94869,77.699516,43,False,16277836,3072,72,20,14,13721,3880,13,0.73,7J4VWMXX+
5/21/2021 15:09,12.949545,77.699722,31,False,16277942,3072,79,20,20,13527,3880,10,0.93,7J4VWMXX+
5/21/2021 15:09,12.950132,77.70018,22,False,16278046,3072,93,31,98,13766,3929,12,0.77,7J4VXP22+
5/21/2021 15:09,12.949952,77.700928,27,False,16278147,3072,93,31,102,13721,3891,12,0.77,7J4VWPX2+
5/21/2021 15:09,12.949817,77.701256,10,False,16278248,3072,72,31,120,13796,3891,12,0.77,7J4VWPX2+
5/21/2021 15:09,12.949698,77.701805,25,False,16278248,3072,72,30,110,13826,3880,12,0.77,7J4VWPX2+
5/21/2021 15:09,12.949398,77.702354,11,False,16278352,3072,72,30,124,13706,3880,13,0.73,7J4VWPX2+
5/21/2021 15:09,12.949163,77.702774,15,False,16278352,3072,122,22,116,13706,3924,13,0.73,7J4VWPX3+
5/21/2021 15:09,12.948838,77.703468,33,False,16278467,3072,122,22,113,13841,3924,12,0.77,7J4VWPX3+
5/21/2021 15:09,12.948605,77.704117,19,False,16278571,3072,72,31,107,13691,3918,12,0.76,7J4VWPX3+
5/21/2021 15:09,12.9485,77.704437,21,False,16278571,3072,496,31,109,13766,3918,13,0.73,7J4VWPX3+
5/21/2021 15:09,12.948275,77.705574,19,False,16278672,3072,72,26,98,13811,3837,13,0.73,7J4VWPX4+
5/21/2021 15:09,12.948262,77.705986,17,False,16278774,3072,72,29,95,13811,3918,14,0.69,7J4VWPX4+
5/21/2021 15:09,12.948185,77.706818,21,False,16278876,3072,72,26,95,13676,3902,13,0.73,7J4VWPX4+
5/21/2021 15:09,12.948183,77.707283,19,False,16278876,3072,72,26,91,13826,3902,13,0.73,7J4VWPX4+
5/21/2021 15:09,12.948243,77.707993,10,False,16278978,3072,72,25,52,13841,3918,13,0.73,7J4VWPX5+
5/21/2021 15:09,12.948807,77.708015,5,False,16279078,3072,72,20,347,13601,3918,14,0.69,7J4VWPX5+
5/21/2021 15:09,12.948858,77.708328,22,False,16279078,3072,72,20,90,13751,3918,14,0.69,7J4VWPX5+
5/21/2021 15:09,12.948798,77.709068,9,False,16279179,3072,72,26,76,13676,3880,14,0.7,7J4VWPX5+
5/21/2021 15:09,12.94878,77.709198,0,False,16279179,3072,72,21,195,13646,3799,14,0.69,7J4VWPX5+
5/21/2021 15:09,12.948772,77.709106,6,False,16279179,3072,108,21,277,13646,3799,14,0.69,7J4VWPX5+
